House_ID,Square_Footage,Num_Bedrooms,Num_Bathrooms,Year_Built,Garage_Size,Has_Pool,Distance_to_Center,Price,City_Houston,City_Los Angeles,City_New York,City_Phoenix,Neighborhood_Rural,Neighborhood_Suburb,Neighborhood_Urban,Condition_Fair,Condition_Good,Condition_Poor
53,2006.0,2,2,1996,1,Yes,21.28,372500.0,1,0,0,0,0,0,0,1,0,0
54,2247.0,4,1,1984,0,No,21.51,413800.0,0,0,0,1,0,1,0,0,1,0
55,2993.0,4,1,2014,0,Yes,3.29,555900.0,0,0,0,0,0,1,0,0,1,0
56,3463.0,1,1,2021,3,Yes,22.1,564700.0,0,0,1,0,0,0,0,0,0,0
57,2388.0,5,2,1974,0,Yes,22.31,471300.0,1,0,0,0,0,0,1,0,1,0
58,2140.0,5,2,2006,0,Yes,19.96,458300.0,0,1,0,0,0,0,0,0,0,0
59,2500.0,5,2,1981,0,No,7.24,527100.0,1,0,0,0,0,1,0,0,1,0
60,2981.0,3,1,2012,0,No,12.98,520500.0,0,1,0,0,0,0,0,0,0,1
61,1345.0,2,1,1961,2,Yes,25.47,230200.0,0,1,0,0,1,0,0,0,0,0
62,663.0,4,1,2012,2,Yes,20.27,209000.0,1,0,0,0,0,0,0,0,0,0
63,2060.0,5,2,1950,0,Yes,22.12,418700.0,0,0,0,1,0,1,0,0,0,0
64,1523.0,1,2,2000,3,No,17.83,262000.0,0,1,0,0,0,0,0,1,0,0
65,2093.0,5,3,2019,2,No,13.76,496200.0,0,1,0,0,0,0,1,0,1,0
66,2382.0,2,2,1957,0,Yes,22.89,404500.0,1,0,0,0,0,0,0,1,0,0
67,2137.0,2,3,2017,2,Yes,2.5,455400.0,0,1,0,0,0,0,1,1,0,0
68,3662.0,4,1,1954,1,Yes,20.36,605100.0,0,1,0,0,1,0,0,0,1,0
69,2761.0,3,2,1988,2,No,29.92,487700.0,1,0,0,0,0,0,1,0,0,0
70,2740.0,4,1,1972,2,Yes,23.52,457100.0,1,0,0,0,0,0,0,0,1,0
71,2998.0,5,1,2017,3,Yes,9.07,580300.0,0,0,1,0,0,1,0,0,0,0
72,1589.0,1,1,2001,2,Yes,8.7,313400.0,0,0,0,1,0,0,1,0,0,1
73,3331.0,4,1,1953,3,Yes,20.18,579400.0,0,0,0,1,1,0,0,0,0,1
74,2439.0,3,2,1996,1,Yes,26.93,442400.0,0,1,0,0,0,0,1,0,1,0
75,3036.0,4,1,1970,0,No,17.55,552500.0,0,0,0,1,0,0,1,1,0,0
76,1643.0,2,3,2005,3,No,16.06,355000.0,0,1,0,0,0,0,1,0,0,0
77,1257.0,5,2,2015,2,No,5.23,365000.0,0,0,1,0,1,0,0,1,0,0
78,3154.0,5,1,2008,2,Yes,21.61,583600.0,1,0,0,0,0,0,0,0,1,0
79,2801.0,5,2,1956,3,No,21.22,510500.0,1,0,0,0,0,0,1,0,1,0
80,1778.0,5,3,1998,1,Yes,29.03,380700.0,1,0,0,0,0,0,1,1,0,0
81,2499.0,5,1,1965,0,No,9.36,408500.0,0,0,0,1,0,1,0,0,0,0
82,3400.0,5,3,1966,2,No,22.82,611200.0,0,0,1,0,1,0,0,0,1,0
83,1548.0,1,1,1983,1,Yes,13.3,277500.0,0,0,0,1,0,0,1,0,1,0
84,3814.0,3,3,1982,0,Yes,16.97,679500.0,0,0,0,1,1,0,0,0,0,0
85,1780.0,5,1,1975,0,Yes,24.59,380300.0,0,0,1,0,0,0,1,1,0,0
86,3011.0,3,2,2015,2,No,7.05,580400.0,0,0,1,0,0,0,0,0,0,0
87,2237.0,5,1,2012,3,Yes,10.61,467000.0,0,0,1,0,0,0,0,1,0,0
88,2983.0,4,2,1990,2,No,23.31,537700.0,0,0,1,0,0,0,1,1,0,0
89,2065.0,5,1,2007,2,No,17.33,431500.0,1,0,0,0,0,0,0,0,0,0
90,2370.0,2,1,1959,2,No,3.23,438500.0,0,0,0,0,0,0,1,0,0,0
91,2533.0,1,3,1964,1,Yes,13.19,450700.0,0,0,0,0,0,0,0,1,0,0
92,1698.0,4,3,1991,3,Yes,17.81,361300.0,0,0,1,0,0,1,0,0,1,0
93,2499.0,4,3,2006,1,Yes,27.33,579500.0,0,0,0,0,0,1,0,0,0,0
94,2089.0,2,1,1966,2,No,6.06,389600.0,0,0,0,0,0,1,0,1,0,0
95,2317.0,5,1,2009,3,No,24.28,452900.0,0,0,1,0,1,0,0,0,0,1
96,1705.0,1,1,1958,0,Yes,4.35,266700.0,0,0,0,0,1,0,0,0,1,0
97,517.375,4,2,1985,3,No,7.65,189800.0,0,0,0,1,0,1,0,1,0,0
98,2347.0,1,2,2022,2,No,7.68,413400.0,0,1,0,0,1,0,0,1,0,0
99,4430.0,4,1,1985,3,No,26.39,712600.0,0,1,0,0,0,0,0,0,0,0
100,3128.0,5,3,1997,0,Yes,6.37,653900.0,0,0,1,0,0,0,1,0,0,1
101,2485.0,4,3,2000,0,No,23.72,526100.0,1,0,0,0,0,0,1,0,0,0
102,2290.0,4,3,2019,3,No,14.12,508200.0,0,0,1,0,0,0,1,0,1,0
103,2518.0,3,1,2023,0,Yes,29.97,403100.0,1,0,0,0,0,1,0,0,1,0
104,2938.0,5,3,2017,1,Yes,25.25,579100.0,0,1,0,0,1,0,0,0,1,0
105,1555.0,2,1,1971,3,Yes,22.32,258300.0,0,0,1,0,0,0,0,0,1,0
106,3391.0,2,2,1955,0,Yes,26.19,519700.0,0,0,0,1,0,0,0,1,0,0
107,3072.0,5,3,1975,0,Yes,19.2,599900.0,0,0,0,0,0,1,0,1,0,0
108,3075.0,2,2,1952,3,Yes,25.39,491700.0,1,0,0,0,0,0,0,0,1,0
109,2851.0,5,3,2001,1,No,8.2,577300.0,0,0,0,0,0,0,0,1,0,0
110,2516.0,2,1,2023,3,No,3.38,444300.0,0,0,0,0,0,0,0,0,0,1
111,3038.0,3,1,2009,0,No,18.67,526700.0,0,0,1,0,0,0,0,0,0,0
112,2973.0,2,1,2012,3,No,13.32,518400.0,0,0,0,0,1,0,0,0,0,0
113,2217.0,4,1,2014,0,Yes,13.08,444600.0,0,0,0,1,0,0,0,1,0,0
114,2499.0,5,3,2001,2,No,16.04,473500.0,0,0,0,0,0,0,1,0,0,1
115,2581.0,1,2,1963,3,Yes,11.16,439400.0,0,0,1,0,0,1,0,0,1,0
116,3739.0,1,1,2021,3,Yes,18.97,601200.0,0,0,0,1,1,0,0,0,0,0
117,1509.0,5,3,2017,0,No,1.4,402800.0,0,1,0,0,0,0,0,1,0,0
118,2499.0,3,2,1977,0,No,29.11,230600.0,0,0,0,0,1,0,0,1,0,0
119,2632.0,2,1,2020,0,Yes,27.78,425900.0,0,0,1,0,0,0,0,0,0,0
120,2541.0,3,2,1959,0,Yes,28.09,452800.0,0,1,0,0,0,0,1,0,0,0
121,2639.0,1,1,2006,3,Yes,11.27,462300.0,0,1,0,0,0,1,0,0,1,0
122,2695.0,5,2,2015,0,Yes,16.19,551700.0,1,0,0,0,0,0,0,1,0,0
123,2321.0,5,2,1999,3,No,28.65,450900.0,0,0,0,1,0,0,0,0,1,0
124,3692.0,3,1,1963,1,Yes,27.12,612700.0,0,0,0,0,0,0,0,0,1,0
125,1219.0,3,3,1965,3,No,23.81,245600.0,0,0,1,0,0,0,0,1,0,0
126,1837.0,2,2,2003,0,Yes,12.52,345000.0,1,0,0,0,0,1,0,1,0,0
127,2417.0,4,1,1992,0,Yes,17.15,455800.0,0,0,0,1,0,1,0,1,0,0
128,1185.0,4,2,1991,1,Yes,23.89,240700.0,1,0,0,0,0,0,1,0,1,0
129,2359.0,2,2,1971,3,No,8.55,414700.0,0,0,0,1,0,1,0,0,1,0
130,3829.0,4,3,2017,1,Yes,18.98,704300.0,0,0,0,1,0,0,0,0,0,0
131,2517.0,1,2,1968,3,No,24.92,392800.0,0,0,0,0,0,0,1,0,1,0
132,2685.0,4,2,2015,0,No,21.37,500700.0,0,0,0,1,0,0,1,0,0,0
133,1492.0,2,1,1988,3,No,14.64,312100.0,1,0,0,0,0,0,1,0,0,0
134,2007.0,4,1,2022,0,Yes,17.75,430000.0,0,0,0,1,0,0,0,1,0,0
135,2200.0,5,3,1968,0,No,29.67,463400.0,0,0,0,0,1,0,0,1,0,0
136,2246.0,3,2,1986,2,No,18.26,409400.0,0,0,0,0,0,0,0,0,1,0
137,3525.0,1,2,2003,2,Yes,23.68,563600.0,1,0,0,0,0,1,0,0,0,1
138,2946.0,5,2,1974,3,Yes,21.93,577100.0,0,1,0,0,0,1,0,0,0,0
139,1611.0,5,3,1967,0,No,21.19,367000.0,0,1,0,0,0,0,0,0,0,1
140,2697.0,2,2,1972,1,No,21.63,439400.0,0,0,0,1,0,0,0,1,0,0
141,2899.0,3,1,1960,0,Yes,13.91,485200.0,0,0,1,0,0,0,1,0,1,0
142,3412.0,3,3,1988,1,No,14.49,615000.0,0,0,0,1,0,0,0,0,1,0
143,3764.0,1,1,2017,3,No,14.3,617200.0,1,0,0,0,0,0,1,0,1,0
144,1688.0,2,1,1974,3,No,1.48,331500.0,1,0,0,0,0,1,0,0,1,0
145,1851.0,1,3,2012,1,Yes,7.61,368700.0,1,0,0,0,0,0,1,1,0,0
146,1494.0,4,1,1979,1,No,5.06,371600.0,1,0,0,0,0,0,0,1,0,0
147,2313.0,5,2,1994,0,Yes,26.65,438400.0,1,0,0,0,0,1,0,0,0,0
148,2873.0,1,3,2010,3,Yes,8.61,531800.0,0,0,0,0,1,0,0,1,0,0
149,3290.0,5,1,2000,0,Yes,4.58,630200.0,0,1,0,0,0,0,1,1,0,0
150,2439.0,2,2,1958,1,No,4.03,444200.0,1,0,0,0,0,1,0,0,1,0
151,2244.0,4,2,1951,2,Yes,21.15,431900.0,0,0,1,0,0,0,1,1,0,0
152,2621.0,2,1,1954,2,No,0.68,435000.0,0,0,1,0,0,1,0,0,1,0
153,1832.0,4,2,2011,2,Yes,14.4,385300.0,0,0,1,0,0,1,0,0,1,0
154,4172.0,4,3,2018,1,No,4.01,787800.0,0,0,1,0,0,0,1,0,1,0
155,1214.0,5,1,1986,0,No,25.57,306600.0,0,0,0,0,1,0,0,0,1,0
156,2648.0,2,2,1954,3,No,28.77,446700.0,0,0,1,0,0,1,0,1,0,0
157,4119.0,2,2,2008,1,Yes,28.78,691400.0,1,0,0,0,0,1,0,0,1,0
158,2505.0,1,1,1986,2,No,13.54,397300.0,0,0,0,1,0,1,0,0,0,1
159,2348.0,2,1,1958,0,No,19.51,369400.0,0,0,1,0,1,0,0,0,0,1
160,2214.0,1,1,1971,3,Yes,18.19,339100.0,0,0,0,0,1,0,0,0,1,0
161,2356.0,3,1,1976,3,Yes,10.83,431900.0,0,0,0,0,0,0,0,1,0,0
162,3598.0,3,3,1959,1,No,13.6,607200.0,0,0,1,0,0,0,1,0,1,0
163,731.0,3,1,2010,1,Yes,2.4,239300.0,0,0,0,1,1,0,0,0,1,0
164,3727.0,2,3,2000,3,Yes,23.97,604200.0,0,0,1,0,0,0,1,0,0,0
165,1361.0,2,3,1959,3,Yes,7.6,306900.0,0,0,0,0,0,0,0,0,1,0
166,2287.0,1,1,1955,2,No,14.09,378400.0,0,1,0,0,0,0,1,0,0,1
167,2157.0,4,3,2011,3,Yes,14.68,446300.0,1,0,0,0,1,0,0,1,0,0
168,2971.0,1,1,1954,1,No,17.04,480500.0,0,0,0,0,0,0,1,1,0,0
169,1222.0,3,1,2019,0,Yes,24.63,251500.0,0,0,1,0,1,0,0,1,0,0
170,2870.0,1,2,2012,2,Yes,20.91,473800.0,1,0,0,0,0,0,1,1,0,0
171,4119.0,4,1,2005,2,No,20.06,706900.0,0,0,1,0,1,0,0,0,0,1
172,1409.0,2,2,2008,3,Yes,16.04,286200.0,0,0,1,0,1,0,0,0,1,0
173,2652.0,1,3,2012,0,Yes,3.33,496500.0,0,1,0,0,0,0,1,0,1,0
174,1970.0,3,2,2008,2,Yes,12.36,399500.0,1,0,0,0,0,0,0,0,1,0
175,2841.0,3,3,2000,1,Yes,28.74,498300.0,1,0,0,0,0,1,0,0,1,0
176,2515.0,2,1,1986,3,No,29.87,400100.0,0,1,0,0,0,0,0,0,1,0
177,2499.0,1,3,1953,1,No,22.05,324900.0,0,0,0,0,0,0,1,0,1,0
178,2890.0,4,3,1997,3,No,7.21,605700.0,0,0,1,0,0,0,0,0,1,0
179,3943.0,2,1,1981,2,No,3.51,659400.0,0,0,0,1,1,0,0,0,0,1
180,2347.0,1,3,2000,3,No,12.74,420000.0,0,0,1,0,0,1,0,0,1,0
181,3076.0,5,1,2001,0,No,25.77,586100.0,0,0,1,0,0,0,1,0,1,0
182,1465.0,3,2,2023,1,No,21.79,310800.0,0,0,0,0,0,0,1,1,0,0
183,1735.0,4,1,1983,0,Yes,26.57,318300.0,0,0,1,0,0,0,1,0,0,1
184,2878.0,4,1,1985,1,No,18.67,503300.0,0,1,0,0,0,1,0,1,0,0
185,2499.0,4,3,2019,1,No,4.34,695600.0,0,1,0,0,1,0,0,0,1,0
186,2784.0,3,2,1992,3,No,3.89,541900.0,1,0,0,0,0,0,1,0,1,0
187,2250.0,1,1,1965,2,Yes,1.92,362100.0,0,0,0,1,0,0,0,1,0,0
188,2499.0,2,2,2008,2,No,17.23,472600.0,0,0,1,0,0,0,1,1,0,0
189,1500.0,1,2,2002,0,No,7.67,297300.0,0,0,1,0,0,0,1,0,0,0
190,2984.0,2,3,1968,3,No,22.16,503700.0,0,0,0,0,0,0,1,1,0,0
191,3206.0,4,1,1990,2,Yes,20.74,564000.0,0,1,0,0,0,0,1,1,0,0
192,2138.0,1,3,1986,1,No,9.88,408900.0,0,0,0,1,1,0,0,1,0,0
193,2124.0,4,1,2003,1,Yes,5.72,434600.0,1,0,0,0,0,0,0,0,1,0
194,2713.0,5,2,2004,3,Yes,3.52,567000.0,0,1,0,0,1,0,0,0,1,0
195,2151.0,4,1,1968,0,Yes,22.25,410900.0,1,0,0,0,0,0,0,0,1,0
196,2447.0,4,1,2011,3,Yes,13.79,483200.0,0,0,0,0,0,0,1,0,0,0
197,4180.0,2,2,2008,0,No,10.04,700200.0,0,0,0,0,0,1,0,0,1,0
198,2302.0,5,2,2014,3,Yes,25.77,458100.0,0,0,1,0,1,0,0,0,0,1
199,2213.0,4,1,2017,1,Yes,18.01,410700.0,0,0,0,1,0,1,0,0,1,0
200,1982.0,4,3,1977,3,No,15.78,426500.0,1,0,0,0,1,0,0,0,0,1
201,3095.0,5,1,1967,2,Yes,22.43,566700.0,0,1,0,0,0,0,1,0,1,0
202,2355.0,5,2,1975,2,Yes,24.56,445600.0,0,0,0,0,1,0,0,1,0,0
203,1981.0,1,3,1968,3,Yes,20.74,377200.0,0,0,1,0,0,0,1,0,1,0
204,3557.0,2,2,2004,0,Yes,13.48,653200.0,0,0,1,0,1,0,0,1,0,0
205,3636.0,5,2,2006,0,Yes,11.69,693400.0,1,0,0,0,0,0,1,0,0,0
206,2020.0,5,3,1955,1,Yes,23.26,405000.0,0,0,0,0,0,0,1,1,0,0
207,1007.0,3,2,1950,1,No,15.78,226600.0,0,0,0,1,0,0,0,0,1,0
208,3306.0,5,2,1957,0,No,21.28,587500.0,0,0,0,0,0,0,1,1,0,0
209,1952.0,2,2,2000,3,No,26.77,361500.0,1,0,0,0,0,0,0,0,0,0
210,2499.0,4,2,1974,1,No,27.52,552400.0,1,0,0,0,0,0,1,0,1,0
211,924.0,4,2,1996,0,Yes,8.69,270800.0,0,0,0,0,0,1,0,1,0,0
212,3214.0,4,2,2004,0,Yes,6.04,646400.0,1,0,0,0,0,0,1,0,0,0
213,1531.0,4,2,2013,3,Yes,8.21,358400.0,0,0,0,0,0,1,0,1,0,0
214,3085.0,3,2,1959,2,No,22.67,516200.0,0,1,0,0,0,1,0,0,1,0
215,2511.0,5,2,2005,0,No,11.42,537200.0,0,0,0,0,0,0,1,0,1,0
216,1737.0,4,1,1961,1,Yes,5.61,356500.0,0,0,0,0,0,1,0,0,0,1
217,2174.0,1,1,1986,3,Yes,3.4,407400.0,1,0,0,0,0,0,0,0,0,0
218,3049.0,4,2,2020,3,No,10.16,610000.0,1,0,0,0,1,0,0,1,0,0
219,2585.0,5,1,1966,3,No,4.52,509100.0,0,0,1,0,0,0,1,1,0,0
220,2968.0,4,3,2010,2,No,5.11,575800.0,0,0,1,0,0,1,0,0,0,0
221,4081.0,3,1,1959,2,No,20.67,641500.0,0,1,0,0,0,0,1,0,1,0
222,1249.0,2,2,1980,1,Yes,1.08,276000.0,0,0,1,0,0,0,0,0,0,1
223,3794.0,2,2,2009,1,No,3.97,679700.0,0,0,0,0,0,0,1,1,0,0
224,2583.0,5,1,2019,3,No,25.41,515700.0,1,0,0,0,0,0,1,0,1,0
225,1781.0,2,2,1966,1,Yes,25.42,304100.0,0,0,1,0,0,1,0,0,0,1
226,2499.0,2,3,1999,0,Yes,10.21,304100.0,0,0,1,0,0,0,0,0,0,0
227,2349.0,1,3,1986,2,Yes,3.09,440100.0,0,1,0,0,1,0,0,0,1,0
228,3237.0,5,2,2011,3,No,21.3,616800.0,0,1,0,0,1,0,0,1,0,0
229,2398.0,5,3,2021,3,No,11.12,550500.0,0,0,0,0,0,1,0,1,0,0
230,3709.0,2,3,1978,0,No,1.84,683400.0,1,0,0,0,0,0,1,0,1,0
231,1339.0,2,1,1981,0,No,5.16,259000.0,0,1,0,0,0,1,0,1,0,0
232,2490.0,2,3,1960,0,Yes,4.55,474200.0,0,0,1,0,0,1,0,0,1,0
233,1498.0,3,1,1955,0,Yes,17.88,266600.0,1,0,0,0,0,1,0,0,0,0
234,2791.0,4,2,1984,3,No,26.99,492300.0,1,0,0,0,0,0,1,0,1,0
235,2499.0,3,1,1982,2,No,23.9,553300.0,0,0,1,0,0,0,0,0,1,0
236,2163.0,5,2,1967,2,No,16.62,439700.0,0,1,0,0,0,1,0,1,0,0
237,517.375,1,2,1986,0,Yes,12.95,127200.0,0,0,1,0,0,0,1,0,1,0
238,2659.0,4,2,1962,1,No,18.75,498400.0,1,0,0,0,0,0,0,0,1,0
239,2849.0,1,2,2023,3,Yes,13.59,498500.0,0,0,0,1,0,1,0,0,1,0
240,2823.0,5,2,2013,2,No,7.76,587400.0,0,0,0,1,1,0,0,0,0,1
241,3489.0,5,1,1950,0,Yes,20.54,613300.0,0,0,0,0,0,0,0,0,0,0
242,1643.0,1,2,2012,1,Yes,26.26,270700.0,0,0,1,0,0,1,0,1,0,0
243,3044.0,1,3,1983,1,No,11.5,535400.0,0,0,1,0,0,0,0,0,1,0
244,3454.0,1,3,1959,0,Yes,25.33,539400.0,0,0,0,0,0,0,0,0,1,0
245,1077.0,5,2,1956,3,Yes,13.22,265100.0,0,0,0,0,0,0,0,0,1,0
246,2756.0,2,3,2005,2,No,12.34,527000.0,0,0,0,0,0,0,0,1,0,0
247,2097.0,1,1,1986,1,Yes,1.34,369000.0,1,0,0,0,0,0,0,0,1,0
248,2435.0,4,1,1978,2,No,21.01,461900.0,0,0,1,0,0,0,0,0,0,1
249,2778.0,5,2,1961,2,Yes,24.32,533000.0,1,0,0,0,0,1,0,0,1,0
250,2110.0,3,2,1966,1,Yes,20.07,380200.0,0,0,0,0,1,0,0,0,0,1
251,2499.0,3,2,1986,0,Yes,4.97,426400.0,0,0,1,0,0,0,1,1,0,0
252,2499.0,4,3,1975,1,Yes,3.55,516600.0,1,0,0,0,0,0,0,1,0,0
253,1630.0,2,3,1961,1,No,17.4,312200.0,1,0,0,0,0,0,1,0,0,0
254,1631.0,1,1,1970,3,No,12.34,285400.0,0,0,0,0,0,1,0,0,1,0
255,3043.0,5,3,1991,2,No,13.16,639200.0,0,0,1,0,0,0,0,0,1,0
256,1581.0,1,1,2010,0,Yes,29.05,271200.0,0,0,0,0,1,0,0,0,1,0
257,3033.0,5,3,2007,2,Yes,21.86,596900.0,0,0,1,0,0,0,1,0,0,0
258,2870.0,3,1,2003,1,No,12.65,521200.0,0,0,0,1,0,0,0,1,0,0
259,1119.0,1,2,1983,0,No,1.06,221500.0,0,1,0,0,0,1,0,0,1,0
260,1958.0,4,3,1956,0,No,1.51,446800.0,0,1,0,0,1,0,0,0,1,0
261,3455.0,2,1,1984,0,No,20.7,575300.0,0,1,0,0,0,0,1,0,0,1
262,1715.0,4,3,1964,0,Yes,25.21,356100.0,0,0,0,0,0,0,1,1,0,0
263,2128.0,2,2,2014,3,No,21.38,402200.0,0,0,0,1,0,0,0,1,0,0
264,2870.0,1,1,1974,0,Yes,12.47,435200.0,0,0,1,0,1,0,0,0,0,1
265,3127.0,1,3,2008,1,No,1.42,557000.0,1,0,0,0,1,0,0,1,0,0
266,2299.0,2,3,1955,3,Yes,29.04,414300.0,0,0,1,0,1,0,0,0,0,1
267,2022.0,3,2,2001,1,No,29.6,368700.0,1,0,0,0,1,0,0,0,1,0
268,3638.0,5,2,1970,1,No,16.71,676600.0,0,0,1,0,0,1,0,1,0,0
269,3891.0,4,1,2020,2,Yes,2.58,710300.0,0,0,0,1,1,0,0,1,0,0
270,3283.0,4,3,1981,0,Yes,16.46,606400.0,1,0,0,0,0,0,1,0,0,0
271,2499.0,4,3,2002,0,No,26.82,523400.0,0,0,0,0,0,0,1,0,1,0
272,1853.0,1,2,2008,1,Yes,20.56,326500.0,0,0,1,0,0,1,0,1,0,0
273,1836.0,4,2,2018,0,No,21.74,396800.0,0,0,1,0,0,0,1,0,1,0
274,2918.0,5,1,2011,3,Yes,3.01,592100.0,1,0,0,0,0,0,1,1,0,0
275,2835.0,5,3,1953,2,No,3.64,581200.0,0,0,0,0,1,0,0,0,0,1
276,3621.0,2,3,1967,0,No,4.26,644300.0,0,0,0,0,0,0,1,0,0,1
277,3020.0,1,1,2005,0,No,27.18,444500.0,0,0,0,1,0,1,0,0,0,0
278,1298.0,5,1,1973,3,No,16.01,309300.0,0,0,0,0,1,0,0,0,1,0
279,3342.0,3,2,2015,2,No,23.85,581000.0,0,0,0,0,0,0,0,0,1,0
280,1702.0,1,2,1986,3,No,3.9,343200.0,0,0,0,0,1,0,0,0,0,0
281,2193.0,1,1,2011,1,No,27.87,340100.0,0,1,0,0,0,1,0,0,0,0
282,2700.0,5,1,2003,1,No,24.72,503000.0,0,0,0,1,1,0,0,0,1,0
283,4097.0,3,3,1964,0,Yes,7.13,762000.0,0,0,1,0,1,0,0,0,1,0
284,4462.375,2,1,2018,2,Yes,26.29,808500.0,1,0,0,0,0,1,0,1,0,0
285,2985.0,5,1,1952,1,Yes,8.27,545500.0,0,0,1,0,1,0,0,1,0,0
